Nome do conjunto de anúncios,Dia,Região,Status de veiculação,Nível de veiculação,Nome da campanha,Tipo de resultado,Resultados,Alcance,Impressões,Valor gasto (BRL),Custo por resultado,Frequência,Cliques no link únicos,Cliques (todos),CTR único (taxa de cliques no link),CTR (taxa de cliques no link),Instalações do aplicativo,Custo por instalação de aplicativo,Ativações de aplicativos,Ativações do aplicativo únicas,Custo por ativação de aplicativo,Custo por ativação do aplicativo única,Início dos relatórios,Término dos relatórios
QD_Vantagens ||All_cities||traffic,2021-11-19,Pará,active,adset,Traffic||Branding geral||Novembro,0,0,4,6,0.03,0.00,1.5,0,0,0,0,0,0,0,0,0,0,2021-11-19,2021-11-19
QD_Vantagens ||All_cities||traffic,2021-11-19,Paraná,active,adset,Traffic||Branding geral||Novembro,0,0,5,5,0.03,0.00,1,0,0,0,0,0,0,1,0,0,0,2021-11-19,2021-11-19
QD_Vantagens ||All_cities||traffic,2021-11-19,Federal District,active,adset,Traffic||Branding geral||Novembro,0,0,0,2,0.02,0.00,0,0,0,0,0,0,0,0,0,0,0,2021-11-19,2021-11-19
QD_Vantagens ||All_cities||traffic,2021-11-19,Minas Gerais,active,adset,Traffic||Branding geral||Novembro,0,0,0,1,0.01,0.00,0,0,0,0,0,0,0,0,0,0,0,2021-11-19,2021-11-19
QD_Vantagens ||All_cities||traffic,2021-11-19,Maranhão,active,adset,Traffic||Branding geral||Novembro,0,0,72,94,0.33,0.00,1.305555556,0,0,0,0,0,0,26,6,0,0.05481571,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Sergipe,active,adset,Traffic||Branding geral||Novembro,Cliques no link,14,3441,4053,18.35,1.31,1.177855275,14,18,0.406858471,0.345423143,0,0,1802,648,0,0.02831897,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Bahia,active,adset,Traffic||Branding geral||Novembro,Cliques no link,35,7184,8262,40.51,1.16,1.150055679,32,48,0.445434298,0.423626241,0,0,2244,1032,0,0.03925298,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Paraná,active,adset,Traffic||Branding geral||Novembro,0,0,1,1,0.01,0.00,1,0,0,0,0,0,0,0,0,0,0,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Piauí,active,adset,Traffic||Branding geral||Novembro,Cliques no link,1,283,330,1.71,1.71,1.166077739,1,1,0.35335689,0.303030303,0,0,63,24,0,0.07143579,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Maranhão,active,adset,Traffic||Branding geral||Novembro,Cliques no link,1,68,97,0.46,0.46,1.426470588,1,1,1.470588235,1.030927835,0,0,31,4,0,0.11462952,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Unknown,active,adset,Traffic||Branding geral||Novembro,0,0,30,30,0.14,0.00,1,0,0,0,0,0,0,6,6,0,0.02325816,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Pará,active,adset,Traffic||Branding geral||Novembro,0,0,0,11,0.01,0.00,0,0,0,0,0,0,0,0,0,0,0,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Rio Grande do Sul,active,adset,Traffic||Branding geral||Novembro,0,0,8,10,0.06,0.00,1.25,0,0,0,0,0,0,0,0,0,0,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Goiás,active,adset,Traffic||Branding geral||Novembro,Cliques no link,1,96,117,0.69,0.69,1.21875,1,1,1.041666667,0.854700855,0,0,20,16,0,0.04298607,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Minas Gerais,active,adset,Traffic||Branding geral||Novembro,0,0,0,1,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Paraíba,active,adset,Traffic||Branding geral||Novembro,Cliques no link,9,2970,3678,16.08,1.79,1.238383838,9,17,0.303030303,0.244698206,0,0,1283,512,0,0.03140241,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Alagoas,active,adset,Traffic||Branding geral||Novembro,Cliques no link,7,1029,1186,5.78,0.83,1.152575316,7,10,0.680272109,0.590219224,0,0,347,152,0,0.03803497,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Rio Grande do Norte,active,adset,Traffic||Branding geral||Novembro,Cliques no link,3,199,246,1.19,0.40,1.236180905,3,4,1.507537688,1.219512195,0,0,62,24,0,0.0494236,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,São Paulo (state),active,adset,Traffic||Branding geral||Novembro,Cliques no link,6,793,1068,6.31,1.05,1.346784363,6,6,0.756620429,0.561797753,0,0,250,104,0,0.0606693,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Pernambuco,active,adset,Traffic||Branding geral||Novembro,Cliques no link,28,3329,4002,19.78,0.71,1.202162812,27,37,0.811054371,0.699650175,0,0,815,368,0,0.05373936,2021-11-19,2021-11-19
QD_Produtos||All_cities||traffic,2021-11-19,Ceará,active,adset,Traffic||Branding geral||Novembro,Cliques no link,2,658,763,3.41,1.70,1.159574468,2,3,0.303951368,0.262123198,0,0,193,108,0,0.03156465,2021-11-19,2021-11-19
QD_Vantagens ||All_cities||traffic,2021-11-18,Goiás,active,adset,Traffic||Branding geral||Novembro,0,0,108,116,0.75,0.00,1.074074074,0,1,0,0,0,0,21,10,0,0.075,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Pará,active,adset,Traffic||Branding geral||Novembro,0,0,0,5,0.01,0.00,0,0,0,0,0,0,0,0,0,0,0,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Unknown,active,adset,Traffic||Branding geral||Novembro,0,0,9,9,0.00,0.00,1,0,0,0,0,0,0,2,2,0,0,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Rio Grande do Sul,active,adset,Traffic||Branding geral||Novembro,0,0,4,13,0.08,0.00,3.25,0,0,0,0,0,0,2,2,0,0.04,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Maranhão,active,adset,Traffic||Branding geral||Novembro,0,0,52,76,0.28,0.00,1.461538462,0,0,0,0,0,0,9,4,0,0.07,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Ceará,active,adset,Traffic||Branding geral||Novembro,Cliques no link,2,588,672,2.82,1.41,1.142857143,1,2,0.170068027,0.297619048,0,0,131,72,0,0.03916667,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Rio Grande do Norte,active,adset,Traffic||Branding geral||Novembro,Cliques no link,1,189,189,0.87,0.87,1,1,2,0.529100529,0.529100529,0,0,31,18,0,0.04833333,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Piauí,active,adset,Traffic||Branding geral||Novembro,Cliques no link,2,284,309,1.15,0.58,1.088028169,2,2,0.704225352,0.647249191,0,0,65,24,0,0.04791667,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Minas Gerais,active,adset,Traffic||Branding geral||Novembro,0,0,0,2,0.01,0.00,0,0,0,0,0,0,0,0,0,0,0,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Alagoas,active,adset,Traffic||Branding geral||Novembro,Cliques no link,8,1064,1274,6.61,0.83,1.197368421,5,9,0.469924812,0.627943485,0,0,319,132,0,0.05007576,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,São Paulo (state),active,adset,Traffic||Branding geral||Novembro,Cliques no link,8,1072,1481,7.92,0.99,1.381529851,8,15,0.746268657,0.540175557,0,0,205,108,0,0.07333333,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Paraíba,active,adset,Traffic||Branding geral||Novembro,Cliques no link,9,2176,2619,11.00,1.22,1.203584559,9,12,0.413602941,0.343642612,0,0,771,370,0,0.02972973,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Sergipe,active,adset,Traffic||Branding geral||Novembro,Cliques no link,8,2400,2891,13.56,1.70,1.204583333,8,16,0.333333333,0.276720858,0,0,1206,480,0,0.02825,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Pernambuco,active,adset,Traffic||Branding geral||Novembro,Cliques no link,24,3200,3934,20.42,0.85,1.229375,23,30,0.71875,0.61006609,0,0,609,300,0,0.06806667,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Paraná,active,adset,Traffic||Branding geral||Novembro,0,0,2,2,0.01,0.00,1,0,0,0,0,0,0,0,0,0,0,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Unknown,active,adset,Traffic||Branding geral||Novembro,0,0,8,9,0.02,0.00,1.125,0,0,0,0,0,0,4,4,0,0.00499955,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Federal District,active,adset,Traffic||Branding geral||Novembro,0,0,0,1,0.01,0.00,0,0,0,0,0,0,0,0,0,0,0,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,São Paulo (state),active,adset,Traffic||Branding geral||Novembro,Cliques no link,10,944,1197,6.61,0.66,1.268008475,9,10,0.953389831,0.835421888,0,0,169,104,0,0.06355203,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-18,Bahia,active,adset,Traffic||Branding geral||Novembro,Cliques no link,22,6176,7292,35.69,1.62,1.180699482,21,38,0.340025907,0.301700494,0,0,1444,668,0,0.05342814,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Bahia,active,adset,Traffic||Branding geral||Novembro,Cliques no link,27,7172,8254,41.00,1.52,1.150864473,27,40,0.376464027,0.327114126,0,0,1753,884,0,0.04637596,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Pernambuco,active,adset,Traffic||Branding geral||Novembro,Cliques no link,16,3328,4061,20.22,1.26,1.220252404,16,23,0.480769231,0.393991628,0,0,690,352,0,0.05743806,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Sergipe,active,adset,Traffic||Branding geral||Novembro,Cliques no link,22,3408,3873,17.09,0.78,1.136443662,20,26,0.58685446,0.568035115,0,0,1542,636,0,0.02686867,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Paraíba,active,adset,Traffic||Branding geral||Novembro,Cliques no link,16,2836,3444,13.80,0.86,1.21438646,15,19,0.528913963,0.464576074,0,0,1039,360,0,0.03832992,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Alagoas,active,adset,Traffic||Branding geral||Novembro,Cliques no link,3,1160,1235,6.26,2.09,1.064655172,3,7,0.25862069,0.24291498,0,0,298,140,0,0.0447103,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Ceará,active,adset,Traffic||Branding geral||Novembro,Cliques no link,3,664,816,3.55,1.18,1.228915663,3,4,0.451807229,0.367647059,0,0,160,80,0,0.04437104,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Minas Gerais,active,adset,Traffic||Branding geral||Novembro,0,0,1,1,0.01,0.00,1,0,0,0,0,0,0,0,0,0,0,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Piauí,active,adset,Traffic||Branding geral||Novembro,Cliques no link,1,320,336,1.53,1.53,1.05,1,3,0.3125,0.297619048,0,0,70,24,0,0.06374432,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Rio Grande do Norte,active,adset,Traffic||Branding geral||Novembro,Cliques no link,1,160,228,0.88,0.88,1.425,1,3,0.625,0.438596491,0,0,30,16,0,0.0549951,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Maranhão,active,adset,Traffic||Branding geral||Novembro,0,0,96,106,0.42,0.00,1.104166667,0,0,0,0,0,0,15,8,0,0.05249532,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Rio Grande do Sul,active,adset,Traffic||Branding geral||Novembro,0,0,16,16,0.10,0.00,1,0,0,0,0,0,0,0,0,0,0,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Pará,active,adset,Traffic||Branding geral||Novembro,0,0,4,12,0.03,0.00,3,0,0,0,0,0,0,1,0,0,0,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Paraná,active,adset,Traffic||Branding geral||Novembro,0,0,4,4,0.01,0.00,1,0,0,0,0,0,0,0,0,0,0,2021-11-18,2021-11-18
QD_Produtos||All_cities||traffic,2021-11-18,Goiás,active,adset,Traffic||Branding geral||Novembro,Cliques no link,2,114,114,0.66,0.33,1,2,2,1.754385965,1.754385965,0,0,35,12,0,0.0549951,2021-11-18,2021-11-18
QD_Vantagens ||All_cities||traffic,2021-11-17,Paraná,active,adset,Traffic||Branding geral||Novembro,0,0,3,3,0.02,0.00,1,0,0,0,0,0,0,0,0,0,0,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,Minas Gerais,active,adset,Traffic||Branding geral||Novembro,0,0,3,3,0.01,0.00,1,0,0,0,0,0,0,0,0,0,0,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Piauí,active,adset,Traffic||Branding geral||Novembro,Cliques no link,1,368,379,1.44,1.44,1.029891304,1,1,0.27173913,0.263852243,0,0,71,24,0,0.06,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Pernambuco,active,adset,Traffic||Branding geral||Novembro,Cliques no link,18,3688,4329,20.24,1.12,1.173806941,18,26,0.488069414,0.415800416,0,0,706,378,0,0.05354497,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Sergipe,active,adset,Traffic||Branding geral||Novembro,Cliques no link,18,3452,3987,15.53,0.86,1.154982619,16,25,0.463499421,0.451467269,0,0,1885,692,0,0.0224422,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Paraíba,active,adset,Traffic||Branding geral||Novembro,Cliques no link,12,2912,3591,13.95,1.16,1.233173077,12,15,0.412087912,0.334168755,0,0,1215,514,0,0.02714008,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Alagoas,active,adset,Traffic||Branding geral||Novembro,Cliques no link,8,1352,1436,6.81,0.85,1.062130178,8,9,0.591715976,0.557103064,0,0,358,150,0,0.0454,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,São Paulo (state),active,adset,Traffic||Branding geral||Novembro,Cliques no link,13,888,1253,6.76,0.52,1.411036036,12,17,1.351351351,1.037509976,0,0,161,90,0,0.07511111,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Ceará,active,adset,Traffic||Branding geral||Novembro,Cliques no link,3,716,894,3.46,1.15,1.248603352,3,4,0.418994413,0.33557047,0,0,210,84,0,0.04119048,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Rio Grande do Norte,active,adset,Traffic||Branding geral||Novembro,Cliques no link,1,172,228,1.01,1.01,1.325581395,1,1,0.581395349,0.438596491,0,0,65,26,0,0.03884615,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Paraná,active,adset,Traffic||Branding geral||Novembro,0,0,0,1,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Goiás,active,adset,Traffic||Branding geral||Novembro,0,0,124,125,0.82,0.00,1.008064516,0,0,0,0,0,0,40,16,0,0.05125,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Maranhão,active,adset,Traffic||Branding geral||Novembro,Cliques no link,1,72,82,0.36,0.36,1.138888889,1,1,1.388888889,1.219512195,0,0,19,8,0,0.045,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Unknown,active,adset,Traffic||Branding geral||Novembro,0,0,29,29,0.07,0.00,1,0,1,0,0,0,0,6,4,0,0.0175,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Pará,active,adset,Traffic||Branding geral||Novembro,0,0,8,20,0.10,0.00,2.5,0,0,0,0,0,0,0,0,0,0,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Rio Grande do Sul,active,adset,Traffic||Branding geral||Novembro,0,0,4,13,0.06,0.00,3.25,0,0,0,0,0,0,0,0,0,0,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,Pará,active,adset,Traffic||Branding geral||Novembro,0,0,4,5,0.03,0.00,1.25,0,0,0,0,0,0,0,0,0,0,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Bahia,active,adset,Traffic||Branding geral||Novembro,Cliques no link,36,7204,8372,36.78,1.02,1.162132149,35,51,0.485841199,0.430004778,0,0,2043,874,0,0.04208238,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-17,Minas Gerais,active,adset,Traffic||Branding geral||Novembro,0,0,3,3,0.02,0.00,1,0,0,0,0,0,0,2,2,0,0.01,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,São Paulo (state),active,adset,Traffic||Branding geral||Novembro,Cliques no link,8,1064,1492,7.69,0.96,1.402255639,8,13,0.751879699,0.536193029,0,0,193,114,0,0.06745614,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,Rio Grande do Sul,active,adset,Traffic||Branding geral||Novembro,0,0,18,18,0.13,0.00,1,0,0,0,0,0,0,0,0,0,0,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,Unknown,active,adset,Traffic||Branding geral||Novembro,0,0,24,24,0.18,0.00,1,0,0,0,0,0,0,3,2,0,0.09,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,Maranhão,active,adset,Traffic||Branding geral||Novembro,0,0,60,92,0.45,0.00,1.533333333,0,0,0,0,0,0,33,10,0,0.045,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,Goiás,active,adset,Traffic||Branding geral||Novembro,Cliques no link,2,128,145,0.82,0.41,1.1328125,2,3,1.5625,1.379310345,0,0,44,24,0,0.03416667,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,Rio Grande do Norte,active,adset,Traffic||Branding geral||Novembro,0,0,176,221,0.95,0.00,1.255681818,0,2,0,0,0,0,54,34,0,0.02794118,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,Piauí,active,adset,Traffic||Branding geral||Novembro,0,0,304,346,1.40,0.00,1.138157895,0,0,0,0,0,0,98,36,0,0.03888889,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,Ceará,active,adset,Traffic||Branding geral||Novembro,0,0,684,874,3.91,0.00,1.277777778,0,1,0,0,0,0,197,84,0,0.04654762,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,Alagoas,active,adset,Traffic||Branding geral||Novembro,Cliques no link,4,1216,1401,6.43,1.61,1.152138158,4,7,0.328947368,0.28551035,0,0,268,148,0,0.04344595,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,Paraíba,active,adset,Traffic||Branding geral||Novembro,Cliques no link,6,2412,3083,12.69,2.12,1.278192371,6,11,0.248756219,0.194615634,0,0,915,362,0,0.03505525,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,Sergipe,active,adset,Traffic||Branding geral||Novembro,Cliques no link,13,2624,3259,13.92,1.07,1.241996951,13,19,0.495426829,0.398895367,0,0,1350,566,0,0.02459364,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,Pernambuco,active,adset,Traffic||Branding geral||Novembro,Cliques no link,27,3620,4533,21.98,0.81,1.252209945,24,34,0.662983425,0.595632032,0,0,770,384,0,0.05723958,2021-11-17,2021-11-17
QD_Vantagens ||All_cities||traffic,2021-11-17,Bahia,active,adset,Traffic||Branding geral||Novembro,Cliques no link,44,7056,8234,37.21,0.85,1.166950113,42,71,0.595238095,0.534369687,0,0,1960,848,0,0.04387972,2021-11-17,2021-11-17
QD_Produtos||All_cities||traffic,2021-11-16,Paraná,active,adset,Traffic||Branding geral||Novembro,0,0,2,2,0.02,0.00,1,0,0,0,0,0,0,0,0,0,0,2021-11-16,2021-11-16
QD_Produtos||All_cities||traffic,2021-11-16,Unknown,active,adset,Traffic||Branding geral||Novembro,0,0,0,4,0.04,0.00,0,0,0,0,0,0,0,0,0,0,0,2021-11-16,2021-11-16
QD_Vantagens ||All_cities||traffic,2021-11-16,Goiás,active,adset,Traffic||Branding geral||Novembro,0,0,168,174,0.87,0.00,1.035714286,0,0,0,0,0,0,15,10,0,0.08699167,2021-11-16,2021-11-16
QD_Vantagens ||All_cities||traffic,2021-11-16,Pará,active,adset,Traffic||Branding geral||Novembro,0,0,0,19,0.10,0.00,0,0,0,0,0,0,0,5,2,0,0.04999521,2021-11-16,2021-11-16
QD_Vantagens ||All_cities||traffic,2021-11-16,Rio Grande do Sul,active,adset,Traffic||Branding geral||Novembro,0,0,8,17,0.10,0.00,2.125,0,0,0,0,0,0,0,0,0,0,2021-11-16,2021-11-16
QD_Produtos||All_cities||traffic,2021-11-16,Pará,active,adset,Traffic||Branding geral||Novembro,0,0,8,15,0.03,0.00,1.875,0,0,0,0,0,0,3,0,0,0,2021-11-16,2021-11-16
QD_Produtos||All_cities||traffic,2021-11-16,Rio Grande do Sul,active,adset,Traffic||Branding geral||Novembro,0,0,13,13,0.04,0.00,1,0,0,0,0,0,0,0,0,0,0,2021-11-16,2021-11-16
QD_Produtos||All_cities||traffic,2021-11-16,Maranhão,active,adset,Traffic||Branding geral||Novembro,0,0,128,140,0.60,0.00,1.09375,0,1,0,0,0,0,20,14,0,0.04285307,2021-11-16,2021-11-16
QD_Vantagens ||All_cities||traffic,2021-11-16,Rio Grande do Norte,active,adset,Traffic||Branding geral||Novembro,0,0,208,337,1.04,0.00,1.620192308,0,2,0,0,0,0,77,32,0,0.03249689,2021-11-16,2021-11-16
QD_Vantagens ||All_cities||traffic,2021-11-16,Bahia,active,adset,Traffic||Branding geral||Novembro,Cliques no link,39,8479,9833,34.33,0.88,1.159688643,37,59,0.436372214,0.396623614,0,0,2250,956,0,0.0359066,2021-11-16,2021-11-16
QD_Vantagens ||All_cities||traffic,2021-11-16,Piauí,active,adset,Traffic||Branding geral||Novembro,Cliques no link,2,432,493,1.39,0.69,1.141203704,2,4,0.462962963,0.405679513,0,0,99,58,0,0.02396322,2021-11-16,2021-11-16
QD_Vantagens ||All_cities||traffic,2021-11-16,Ceará,active,adset,Traffic||Branding geral||Novembro,Cliques no link,6,1000,1140,3.65,0.61,1.14,5,7,0.5,0.526315789,0,0,306,130,0,0.02807424,2021-11-16,2021-11-16
QD_Vantagens ||All_cities||traffic,2021-11-16,São Paulo (state),active,adset,Traffic||Branding geral||Novembro,Cliques no link,13,1144,1328,5.76,0.44,1.160839161,12,17,1.048951049,0.978915663,0,0,240,144,0,0.03999617,2021-11-16,2021-11-16
QD_Vantagens ||All_cities||traffic,2021-11-16,Alagoas,active,adset,Traffic||Branding geral||Novembro,Cliques no link,9,1552,1849,7.42,0.82,1.191365979,9,11,0.579896907,0.486749594,0,0,424,178,0,0.0416814,2021-11-16,2021-11-16
QD_Vantagens ||All_cities||traffic,2021-11-16,Paraíba,active,adset,Traffic||Branding geral||Novembro,Cliques no link,15,3015,3849,11.34,0.76,1.276616915,14,20,0.464344942,0.389711613,0,0,1188,498,0,0.0227689,2021-11-16,2021-11-16
QD_Vantagens ||All_cities||traffic,2021-11-16,Sergipe,active,adset,Traffic||Branding geral||Novembro,Cliques no link,16,3927,4336,13.43,0.84,1.104150751,16,21,0.407435702,0.36900369,0,0,2244,900,0,0.01492079,2021-11-16,2021-11-16
QD_Vantagens ||All_cities||traffic,2021-11-16,Pernambuco,active,adset,Traffic||Branding geral||Novembro,Cliques no link,17,5095,6267,24.33,1.43,1.230029441,17,24,0.333660451,0.271262167,0,0,1226,532,0,0.0457287,2021-11-16,2021-11-16
QD_Produtos||All_cities||traffic,2021-11-16,Bahia,active,adset,Traffic||Branding geral||Novembro,Cliques no link,54,8528,10016,35.70,0.66,1.174484053,53,62,0.621482176,0.53913738,0,0,2298,1018,0,0.03506543,2021-11-16,2021-11-16
QD_Produtos||All_cities||traffic,2021-11-16,Goiás,active,adset,Traffic||Branding geral||Novembro,Cliques no link,1,104,151,0.67,0.67,1.451923077,1,1,0.961538462,0.662251656,0,0,27,14,0,0.04785259,2021-11-16,2021-11-16
QD_Vantagens ||All_cities||traffic,2021-11-16,Maranhão,active,adset,Traffic||Branding geral||Novembro,0,0,120,147,0.67,0.00,1.225,0,0,0,0,0,0,48,14,0,0.04785256,2021-11-16,2021-11-16
